batch,epoch,step,train_loss,val_loss
0.0,0.0,249,301.6824951171875,
300.0,0.0,499,79.00984954833984,
600.0,0.0,749,77.72465515136719,
900.0,0.0,999,35.532752990722656,
1200.0,0.0,1249,64.05594635009766,
1200.0,0.0,1499,64.05594635009766,
1500.0,0.0,1749,25.55146026611328,
1800.0,0.0,1999,36.69282913208008,
2100.0,0.0,2249,23.312923431396484,
2400.0,0.0,2499,20.24120330810547,
2700.0,0.0,2749,104.87337493896484,
2700.0,0.0,2999,104.87337493896484,
,0,3076,,17.318655014038086
3000.0,0.0,3249,16.037696838378906,
3300.0,0.0,3499,65.08700561523438,
3600.0,0.0,3749,26.5905818939209,
3900.0,0.0,3999,13.155139923095703,
4200.0,0.0,4249,15.309270858764648,
4200.0,0.0,4499,15.309270858764648,
4500.0,0.0,4749,24.260021209716797,
4800.0,0.0,4999,16.97748565673828,
5100.0,0.0,5249,12.824041366577148,
5400.0,0.0,5499,44.969791412353516,
5700.0,0.0,5749,17.592321395874023,
5700.0,0.0,5999,17.592321395874023,
,0,6153,,25.775339126586914
0.0,1.0,6249,12.777753829956055,
300.0,1.0,6499,11.969945907592773,
300.0,1.0,6749,11.969945907592773,
600.0,1.0,6999,45.21466827392578,
900.0,1.0,7249,11.644613265991211,
1200.0,1.0,7499,17.81584930419922,
1500.0,1.0,7749,10.502103805541992,
1800.0,1.0,7999,27.4240779876709,
1800.0,1.0,8249,27.4240779876709,
2100.0,1.0,8499,29.997522354125977,
2400.0,1.0,8749,11.774702072143555,
2700.0,1.0,8999,16.881250381469727,
,1,9230,,23.669954299926758
3000.0,1.0,9249,23.908472061157227,
3300.0,1.0,9499,11.132391929626465,
3300.0,1.0,9749,11.132391929626465,
3600.0,1.0,9999,166.5754852294922,
3900.0,1.0,10249,34.58336639404297,
4200.0,1.0,10499,12.402451515197754,
4500.0,1.0,10749,12.824438095092773,
4800.0,1.0,10999,11.474472045898438,
4800.0,1.0,11249,11.474472045898438,
5100.0,1.0,11499,12.269525527954102,
5400.0,1.0,11749,14.096823692321777,
5700.0,1.0,11999,9.14222240447998,
6000.0,1.0,12249,7.692669868469238,
,1,12307,,12.167166709899902
0.0,2.0,12499,7.260524749755859,
300.0,2.0,12749,11.874407768249512,
600.0,2.0,12999,13.854456901550293,
900.0,2.0,13249,11.11476993560791,
900.0,2.0,13499,11.11476993560791,
1200.0,2.0,13749,14.324234008789062,
1500.0,2.0,13999,37.93864440917969,
1800.0,2.0,14249,12.529640197753906,
2100.0,2.0,14499,8.300718307495117,
2400.0,2.0,14749,12.806215286254883,
2400.0,2.0,14999,12.806215286254883,
2700.0,2.0,15249,14.17449951171875,
,2,15384,,11.94121265411377
3000.0,2.0,15499,15.290790557861328,
3300.0,2.0,15749,13.171265602111816,
3600.0,2.0,15999,8.659250259399414,
3900.0,2.0,16249,12.556581497192383,
3900.0,2.0,16499,12.556581497192383,
4200.0,2.0,16749,26.041881561279297,
4500.0,2.0,16999,11.041255950927734,
4800.0,2.0,17249,9.86550235748291,
5100.0,2.0,17499,7.558907985687256,
5400.0,2.0,17749,7.3690056800842285,
5400.0,2.0,17999,7.3690056800842285,
5700.0,2.0,18249,14.303902626037598,
,2,18461,,9.814634323120117
0.0,3.0,18499,7.342235565185547,
0.0,3.0,18749,7.342235565185547,
300.0,3.0,18999,5.669793128967285,
600.0,3.0,19249,16.16223907470703,
900.0,3.0,19499,8.48524284362793,
1200.0,3.0,19749,9.330451965332031,
1500.0,3.0,19999,8.702746391296387,
1500.0,3.0,20249,8.702746391296387,
1800.0,3.0,20499,23.487211227416992,
2100.0,3.0,20749,7.362951278686523,
2400.0,3.0,20999,7.964205741882324,
2700.0,3.0,21249,5.886741638183594,
3000.0,3.0,21499,6.204003810882568,
,3,21538,,11.01693058013916
3000.0,3.0,21749,6.204003810882568,
3300.0,3.0,21999,8.569892883300781,
3600.0,3.0,22249,9.10384750366211,
3900.0,3.0,22499,6.379324913024902,
4200.0,3.0,22749,9.532752990722656,
4500.0,3.0,22999,7.418650150299072,
4500.0,3.0,23249,7.418650150299072,
4800.0,3.0,23499,8.427571296691895,
5100.0,3.0,23749,8.899157524108887,
5400.0,3.0,23999,12.788820266723633,
5700.0,3.0,24249,5.94847297668457,
6000.0,3.0,24499,8.384071350097656,
,3,24615,,9.994253158569336
0.0,4.0,24749,19.444522857666016,
300.0,4.0,24999,5.915343284606934,
600.0,4.0,25249,9.130985260009766,
600.0,4.0,25499,9.130985260009766,
900.0,4.0,25749,5.951108932495117,
1200.0,4.0,25999,10.538588523864746,
1500.0,4.0,26249,7.11430025100708,
1800.0,4.0,26499,5.603265762329102,
2100.0,4.0,26749,5.858414649963379,
2100.0,4.0,26999,5.858414649963379,
2400.0,4.0,27249,6.423464298248291,
2700.0,4.0,27499,5.234411716461182,
,4,27692,,11.41333293914795
3000.0,4.0,27749,19.855783462524414,
3300.0,4.0,27999,7.456795692443848,
3600.0,4.0,28249,21.709300994873047,
3600.0,4.0,28499,21.709300994873047,
3900.0,4.0,28749,9.058876037597656,
4200.0,4.0,28999,71.80303192138672,
4500.0,4.0,29249,4.495029449462891,
4800.0,4.0,29499,8.024827003479004,
5100.0,4.0,29749,5.513394355773926,
5100.0,4.0,29999,5.513394355773926,
