batch,epoch,step,train_loss,val_loss
0.0,0.0,249,446.52618408203125,
300.0,0.0,499,3.631990432739258,
600.0,0.0,749,42.729923248291016,
900.0,0.0,999,31.273971557617188,
1200.0,0.0,1249,31.547653198242188,
1200.0,0.0,1499,31.547653198242188,
1500.0,0.0,1749,54.027931213378906,
1800.0,0.0,1999,4.833498477935791,
2100.0,0.0,2249,2.225874900817871,
2400.0,0.0,2499,4.854639530181885,
2700.0,0.0,2749,2.3546335697174072,
2700.0,0.0,2999,2.3546335697174072,
3000.0,0.0,3249,4.07417631149292,
3300.0,0.0,3499,1.3978981971740723,
3600.0,0.0,3749,2.516038179397583,
3900.0,0.0,3999,2.331618309020996,
4200.0,0.0,4249,2.5438222885131836,
4200.0,0.0,4499,2.5438222885131836,
4500.0,0.0,4749,0.7245562672615051,
4800.0,0.0,4999,2.2940919399261475,
5100.0,0.0,5249,0.7810152173042297,
5400.0,0.0,5499,1.7740923166275024,
5700.0,0.0,5749,1.1472282409667969,
5700.0,0.0,5999,1.1472282409667969,
6000.0,0.0,6249,1.4645369052886963,
6300.0,0.0,6499,1.609184980392456,
6600.0,0.0,6749,1.3373700380325317,
6900.0,0.0,6999,1.3389389514923096,
7200.0,0.0,7249,1.5430151224136353,
7200.0,0.0,7499,1.5430151224136353,
7500.0,0.0,7749,1.0809996128082275,
7800.0,0.0,7999,1.0821987390518188,
8100.0,0.0,8249,1.160720944404602,
8400.0,0.0,8499,0.8443659543991089,
8700.0,0.0,8749,1.6888175010681152,
8700.0,0.0,8999,1.6888175010681152,
9000.0,0.0,9249,1.5935543775558472,
9300.0,0.0,9499,1.5627175569534302,
9600.0,0.0,9749,1.0324879884719849,
9900.0,0.0,9999,1.4351266622543335,
10200.0,0.0,10249,1.0933541059494019,
10200.0,0.0,10499,1.0933541059494019,
10500.0,0.0,10749,1.5128065347671509,
10800.0,0.0,10999,0.9135071635246277,
11100.0,0.0,11249,0.5803642272949219,
11400.0,0.0,11499,1.3342046737670898,
11700.0,0.0,11749,0.7137115597724915,
11700.0,0.0,11999,0.7137115597724915,
12000.0,0.0,12249,0.9125581383705139,
12300.0,0.0,12499,1.2758804559707642,
12600.0,0.0,12749,1.5627251863479614,
12900.0,0.0,12999,1.0576257705688477,
13200.0,0.0,13249,0.6896665692329407,
13200.0,0.0,13499,0.6896665692329407,
13500.0,0.0,13749,0.3952844440937042,
13800.0,0.0,13999,0.6153236627578735,
14100.0,0.0,14249,0.9003808498382568,
14400.0,0.0,14499,0.8083804249763489,
14700.0,0.0,14749,1.227907657623291,
14700.0,0.0,14999,1.227907657623291,
15000.0,0.0,15249,0.9912670850753784,
15300.0,0.0,15499,0.8011246919631958,
15600.0,0.0,15749,6.117196559906006,
15900.0,0.0,15999,0.8110063672065735,
16200.0,0.0,16249,0.7805603742599487,
16200.0,0.0,16499,0.7805603742599487,
16500.0,0.0,16749,0.7348065376281738,
16800.0,0.0,16999,0.248102068901062,
17100.0,0.0,17249,0.9253707528114319,
17400.0,0.0,17499,0.6001549959182739,
17700.0,0.0,17749,0.831954836845398,
17700.0,0.0,17999,0.831954836845398,
18000.0,0.0,18249,0.5297256708145142,
18300.0,0.0,18499,1.0322566032409668,
18600.0,0.0,18749,0.5718930959701538,
18900.0,0.0,18999,0.6710562705993652,
19200.0,0.0,19249,0.5432831048965454,
19200.0,0.0,19499,0.5432831048965454,
19500.0,0.0,19749,0.950908899307251,
19800.0,0.0,19999,0.7300218343734741,
20100.0,0.0,20249,0.6175413727760315,
20400.0,0.0,20499,0.5866091251373291,
20700.0,0.0,20749,1.2052534818649292,
20700.0,0.0,20999,1.2052534818649292,
21000.0,0.0,21249,0.5734059810638428,
21300.0,0.0,21499,0.5890359282493591,
21600.0,0.0,21749,1.0442860126495361,
21900.0,0.0,21999,0.2625848054885864,
22200.0,0.0,22249,0.6047264337539673,
22200.0,0.0,22499,0.6047264337539673,
22500.0,0.0,22749,0.6403626799583435,
22800.0,0.0,22999,0.6660447120666504,
23100.0,0.0,23249,0.7092075943946838,
23400.0,0.0,23499,0.8086901903152466,
23700.0,0.0,23749,0.5261123180389404,
